Date,Dispensed Pharmacy,Dispensed Region,Distribution Method,Order Priority,Ship Date,Distribution Costs,Number of Records,Order ID
10/21/2007,Dean Percer,South,Wholesaler,Medium,8/14/2011,35.89,1,"50,626"
10/21/2007,Steven Roelle,East,Custom Order,High,8/15/2011,5.99,1,"12,581"
10/21/2007,William Brown,South,DTP,Critical,8/16/2011,19.99,1,"36,835"
10/21/2007,Dean Percer,South,DTP,Medium,8/17/2011,24.49,1,"50,626"
10/21/2007,Magdelene Morse,West,DTP,High,8/18/2011,24.49,1,"16,196"
10/22/2007,Maya Herman,South,DTP,High,8/19/2011,0.49,1,"11,335"
10/22/2007,Cathy Prescott,South,DTP,Medium,8/20/2011,19.99,1,"26,565"
10/22/2007,Philip Brown,West,DTP,Not Specified,8/21/2011,0.99,1,"6,246"
10/22/2007,Maya Herman,South,Wholesaler,High,8/22/2011,14,1,"11,335"
10/22/2007,Bruce Stewart,West,DTP,Low,8/23/2011,13.18,1,"58,693"
10/23/2007,Sara Luxemburg,West,DTP,High,8/24/2011,19.99,1,"48,929"
10/23/2007,Sara Luxemburg,West,DTP,High,8/25/2011,5.86,1,"48,929"
10/24/2007,Brendan Dodson,East,DTP,Not Specified,8/26/2011,6.27,1,"34,631"
10/24/2007,Amy Cox,West,Wholesaler,Medium,8/27/2011,26.2,1,"34,918"
10/24/2007,Brendan Dodson,East,DTP,Not Specified,8/28/2011,24.49,1,"34,631"
10/24/2007,Amy Cox,West,DTP,Medium,8/29/2011,7.98,1,"34,918"
10/25/2007,Eugene Moren,West,DTP,Critical,8/30/2011,1.92,1,"4,835"
10/25/2007,Trudy Bell,South,DTP,Critical,8/31/2011,7.17,1,"38,887"
10/25/2007,Trudy Bell,South,DTP,Critical,9/1/2011,1.99,1,"38,887"
10/26/2007,Patrick Bzostek,West,DTP,Critical,9/2/2011,5.16,1,"50,656"
10/26/2007,William Brown,South,Custom Order,Critical,9/3/2011,1.92,1,"17,124"
10/26/2007,Patrick Bzostek,West,DTP,Critical,9/4/2011,3.68,1,"50,656"
10/26/2007,Patrick Bzostek,West,Wholesaler,Critical,9/5/2011,56,1,"50,656"
10/26/2007,Patrick Bzostek,West,DTP,Critical,9/6/2011,5.15,1,"50,656"
10/27/2007,Chuck Sachs,East,DTP,High,9/7/2011,35,1,"38,599"
10/28/2007,Trudy Brown,South,DTP,Not Specified,9/8/2011,3.97,1,"15,904"
10/28/2007,Trudy Brown,South,Custom Order,Not Specified,9/9/2011,8.99,1,"15,904"
10/28/2007,Clay Cheatham,Central,DTP,Not Specified,9/10/2011,8.99,1,"17,251"
10/29/2007,Max Ludwig,South,DTP,High,9/11/2011,5.46,1,"19,105"
10/29/2007,Sheri Gordon,Central,DTP,Critical,9/12/2011,4.65,1,"7,623"
10/29/2007,Sheri Gordon,Central,DTP,Critical,9/13/2011,19.99,1,"7,623"
10/29/2007,Sheri Gordon,Central,DTP,Critical,9/14/2011,24.49,1,"7,623"
10/29/2007,Patrick Jones,South,DTP,Critical,9/15/2011,9.54,1,"48,896"
10/29/2007,Max Ludwig,South,DTP,High,9/16/2011,5.97,1,"19,105"
10/29/2007,Victoria Wilson,West,DTP,High,9/17/2011,1.49,1,"32,737"
10/30/2007,William Brown,South,DTP,Medium,9/18/2011,1.49,1,"56,064"
10/30/2007,Craig Molinari,Central,DTP,Medium,9/19/2011,5,1,"31,910"
10/30/2007,Cathy Armstrong,Central,DTP,Not Specified,9/20/2011,12.91,1,"3,395"
10/30/2007,Michelle Tran,West,DTP,Critical,9/21/2011,0.99,1,"52,291"
10/30/2007,Cathy Armstrong,Central,Custom Order,Not Specified,9/22/2011,5.24,1,"3,395"
10/30/2007,Cathy Armstrong,Central,DTP,Not Specified,9/23/2011,5.96,1,"3,395"
10/30/2007,Michelle Tran,West,DTP,Critical,9/24/2011,0.96,1,"52,291"
10/30/2007,Lynn Smith,West,Wholesaler,Medium,9/25/2011,74.35,1,"22,628"
10/31/2007,Larry Tron,South,DTP,Medium,9/26/2011,1.29,1,"26,627"
10/31/2007,Gary McGarr,Central,DTP,High,9/27/2011,8.99,1,"44,134"
10/31/2007,Rachel Payne,Central,DTP,Critical,9/28/2011,2.2,1,"43,554"
10/31/2007,Gary Hwang,Central,DTP,Low,9/29/2011,0.8,1,"20,229"
11/1/2007,Dan Campbell,South,DTP,Critical,9/30/2011,0.7,1,"24,003"
11/1/2007,Dan Campbell,South,DTP,Critical,10/1/2011,8.79,1,"24,003"
11/1/2007,Dan Campbell,South,Custom Order,Critical,10/2/2011,5.99,1,"24,003"
11/1/2007,Dan Campbell,South,DTP,Critical,10/3/2011,0.7,1,"24,003"
11/1/2007,Rachel Payne,Central,Custom Order,Low,10/4/2011,4.51,1,"28,419"
11/2/2007,Eric Barreto,South,DTP,Not Specified,10/5/2011,1.49,1,"38,852"
11/3/2007,Naresj Patel,West,DTP,Low,10/6/2011,49,1,"18,178"
11/3/2007,Vivek Grady,West,DTP,Critical,10/7/2011,4,1,"38,564"
11/3/2007,Vivek Grady,West,Custom Order,Critical,10/8/2011,0.5,1,"38,564"
11/3/2007,Adam Hart,East,DTP,Not Specified,10/9/2011,6.6,1,"42,338"
11/3/2007,Adam Hart,East,DTP,Not Specified,10/10/2011,8.99,1,"42,338"
11/3/2007,Patrick Jones,South,DTP,Low,10/11/2011,6.19,1,"21,314"
11/3/2007,Sylvia Foulston,East,Wholesaler,Critical,10/12/2011,57,1,"38,564"
11/3/2007,Bill Stewart,South,DTP,Low,10/13/2011,6.27,1,"8,103"
11/3/2007,Patrick Jones,South,DTP,Low,10/14/2011,1.63,1,"21,314"
11/3/2007,Naresj Patel,West,DTP,Low,10/15/2011,8.99,1,"18,178"
11/3/2007,Patrick Jones,South,Wholesaler,Low,10/16/2011,41.64,1,"21,314"
11/4/2007,Xylona Price,West,DTP,Critical,10/17/2011,35,1,"36,896"
11/4/2007,Mark Cousins,East,DTP,High,10/18/2011,3.92,1,"28,389"
11/4/2007,Alex Avila,South,DTP,Not Specified,10/19/2011,8.99,1,"44,231"
11/4/2007,Jonathan Doherty,Central,Wholesaler,High,10/20/2011,60,1,"32,675"
11/4/2007,Guy Armstrong,Central,Wholesaler,Not Specified,10/21/2011,26.74,1,"50,081"
11/4/2007,Mark Cousins,East,Wholesaler,High,10/22/2011,18.06,1,"28,389"
11/4/2007,Alex Avila,South,DTP,Not Specified,10/23/2011,4,1,"44,231"
11/4/2007,Xylona Price,West,DTP,Critical,10/24/2011,0.5,1,"36,896"
11/4/2007,Mark Cousins,East,Wholesaler,High,10/25/2011,54.12,1,"28,389"
11/4/2007,Alex Avila,South,Wholesaler,Not Specified,10/26/2011,30,1,"44,231"
11/4/2007,Xylona Price,West,Custom Order,Critical,10/27/2011,8.99,1,"36,896"
11/4/2007,Giulietta Dortch,South,DTP,Low,10/28/2011,6.13,1,"15,105"
11/5/2007,Michael Granlund,East,DTP,Critical,10/29/2011,4,1,"9,057"
11/5/2007,Pierre Wener,West,DTP,Critical,10/30/2011,9.18,1,"37,731"
11/5/2007,Joseph Airdo,Central,DTP,Not Specified,10/31/2011,4.97,1,"50,336"
11/5/2007,Pete Takahito,West,DTP,Critical,11/1/2011,5.99,1,"34,883"
11/5/2007,Evan Bailliet,Central,Custom Order,Critical,11/2/2011,9.86,1,"40,261"
11/5/2007,Evan Bailliet,Central,DTP,Critical,11/3/2011,1.05,1,"40,261"
11/5/2007,Thea Hudgings,Central,DTP,High,11/4/2011,6.5,1,"28,259"
11/5/2007,Ben Peterman,East,DTP,Critical,11/5/2011,1.86,1,"3,332"
11/5/2007,Pierre Wener,West,DTP,Critical,11/6/2011,0.5,1,"37,731"
11/6/2007,Doug O'Connell,West,DTP,Medium,11/7/2011,14.37,1,"32,291"
11/6/2007,Art Miller,Central,DTP,Not Specified,11/8/2011,3.3,1,"26,374"
11/6/2007,Rob Haberlin,Central,DTP,Not Specified,11/9/2011,4,1,"18,247"
11/6/2007,Doug O'Connell,West,DTP,Medium,11/10/2011,4.53,1,"32,291"
11/6/2007,Christopher Martinez,Central,Wholesaler,High,11/11/2011,23.78,1,"5,856"
11/7/2007,Larry Hughes,East,DTP,Not Specified,11/12/2011,8.78,1,"18,533"
11/7/2007,Larry Hughes,East,Custom Order,Not Specified,11/13/2011,5.03,1,"18,533"
11/8/2007,Henry Goldwyn,Central,DTP,Critical,11/14/2011,0.5,1,"26,337"
11/8/2007,Eva Jacobs,West,DTP,Critical,11/15/2011,14.52,1,"26,944"
11/9/2007,Dennis Kane,South,Custom Order,Not Specified,11/16/2011,6.13,1,"38,371"
11/9/2007,Dorothy Wardle,East,DTP,Not Specified,11/17/2011,7.59,1,"37,793"
11/9/2007,Tony Molinari,West,DTP,Critical,11/18/2011,6.19,1,"46,151"
11/9/2007,Shahid Collister,West,DTP,Low,11/19/2011,3.5,1,"31,873"
11/9/2007,Ryan Crowe,Central,Wholesaler,Low,11/20/2011,43.32,1,"16,679"
11/9/2007,Shahid Collister,West,DTP,Low,11/21/2011,6.26,1,"31,873"
11/9/2007,Shahid Collister,West,DTP,Low,11/22/2011,17.98,1,"31,873"
11/10/2007,Alan Hwang,South,DTP,High,11/23/2011,5.15,1,"34,788"
11/11/2007,Joy Smith,Central,DTP,High,11/24/2011,1.97,1,"53,508"
11/11/2007,Adrian Shami,Central,DTP,High,11/25/2011,19.99,1,"56,706"
11/11/2007,Tracy Collins,Central,DTP,High,11/26/2011,1.99,1,"37,025"
11/11/2007,Joy Smith,Central,DTP,High,11/27/2011,14.69,1,"53,508"
11/11/2007,John Castell,East,DTP,Medium,11/28/2011,19.99,1,"46,848"
11/11/2007,Debra Catini,West,DTP,Low,11/29/2011,5.83,1,"41,415"
11/12/2007,Jason Fortune,Central,DTP,High,11/30/2011,6.02,1,"21,922"
11/12/2007,Yana Sorensen,West,DTP,Not Specified,12/1/2011,35,1,"10,562"
11/12/2007,Jason Fortune,Central,Wholesaler,High,12/2/2011,26,1,"21,922"
11/12/2007,Jason Fortune,Central,DTP,High,12/3/2011,0.98,1,"21,922"
11/13/2007,Jamie Frazer,Central,DTP,Medium,12/4/2011,5.89,1,"51,392"
11/13/2007,Jim Epp,West,DTP,Critical,12/5/2011,15.01,1,"28,583"
11/13/2007,Anne Pryor,Central,Custom Order,Medium,12/6/2011,35,1,"42,144"
11/14/2007,Tonja Turnell,East,DTP,Medium,12/7/2011,4.72,1,"27,463"
11/14/2007,Tonja Turnell,East,DTP,Medium,12/8/2011,8.99,1,"27,463"
11/15/2007,Don Miller,East,DTP,Medium,12/9/2011,0.5,1,"47,943"
11/15/2007,Bryan Mills,Central,DTP,Medium,12/10/2011,10.29,1,"20,263"
11/15/2007,Don Miller,East,DTP,Medium,12/11/2011,5.45,1,"47,943"
11/15/2007,Brian Dahlen,Central,DTP,Critical,12/12/2011,6.5,1,"59,396"
11/15/2007,Bryan Mills,Central,DTP,Medium,12/13/2011,1.25,1,"20,263"
11/16/2007,Arthur Wiediger,South,DTP,Medium,12/14/2011,42.03,1,"13,091"
11/17/2007,Giulietta Dortch,South,DTP,Critical,12/15/2011,1.69,1,"4,931"
11/17/2007,Larry Blacks,South,DTP,Not Specified,12/16/2011,5.53,1,"49,504"
11/17/2007,John Lee,Central,DTP,High,12/17/2011,6.27,1,"32,710"
11/17/2007,Alyssa Tate,South,DTP,Critical,12/18/2011,12.91,1,"55,554"
11/17/2007,Becky Pak,South,Wholesaler,Medium,12/19/2011,89.3,1,"55,490"
11/17/2007,Giulietta Dortch,South,DTP,Critical,12/20/2011,2.5,1,"4,931"
11/17/2007,Alyssa Tate,South,DTP,Critical,12/21/2011,0.7,1,"55,554"
11/17/2007,Liz Price,West,DTP,Low,12/22/2011,5.99,1,"11,332"
11/17/2007,Liz Price,West,Custom Order,Low,12/23/2011,5.92,1,"11,332"
11/18/2007,Kean Nguyen,South,DTP,Low,12/24/2011,19.99,1,"7,744"
11/18/2007,Sung Shariari,South,DTP,Not Specified,12/25/2011,6.47,1,"22,407"
11/18/2007,Sylvia Foulston,East,DTP,Medium,12/26/2011,3.99,1,"9,126"
11/18/2007,Sung Shariari,South,DTP,Not Specified,12/27/2011,14.72,1,"22,407"
11/18/2007,Sung Shariari,South,Custom Order,Not Specified,12/28/2011,8.99,1,"22,407"
11/18/2007,Clytie Kelty,South,Custom Order,Low,12/29/2011,6.89,1,"21,445"
11/18/2007,Clytie Kelty,South,DTP,Low,12/30/2011,5.76,1,"21,445"
11/18/2007,Kean Nguyen,South,DTP,Low,12/31/2011,1.39,1,"7,744"
11/19/2007,Steven Ward,Central,Custom Order,High,1/1/2012,10.25,1,"14,336"
11/19/2007,Linda Southworth,Central,DTP,Critical,1/2/2012,0.76,1,"56,608"
11/19/2007,Denise Monton,Central,DTP,Low,1/3/2012,6.27,1,"17,282"
11/20/2007,Nat Gilpin,East,DTP,High,1/4/2012,7.07,1,"5,920"
11/20/2007,Guy Armstrong,Central,Wholesaler,High,1/5/2012,45,1,"15,139"
11/20/2007,Guy Armstrong,Central,Wholesaler,High,1/6/2012,64.73,1,"15,139"
11/21/2007,Mark Cousins,East,DTP,Medium,1/7/2012,8.74,1,"40,965"
11/21/2007,John Castell,East,DTP,Not Specified,1/8/2012,10.18,1,"57,409"
11/21/2007,Christy Brittain,South,DTP,Medium,1/9/2012,1.2,1,"3,042"
11/21/2007,Dave Kipp,Central,Wholesaler,Critical,1/10/2012,36.61,1,"12,706"
11/21/2007,Michelle Moray,South,Wholesaler,High,1/11/2012,69.64,1,"25,926"
11/21/2007,Sean Christensen,West,Wholesaler,Critical,1/12/2012,14.7,1,"48,198"
11/21/2007,Mark Cousins,East,DTP,Medium,1/13/2012,5,1,"40,965"
11/21/2007,Michelle Moray,South,DTP,High,1/14/2012,7.27,1,"25,926"
11/21/2007,Sean Christensen,West,DTP,Critical,1/15/2012,3.5,1,"48,198"
11/21/2007,Mark Cousins,East,Wholesaler,Medium,1/16/2012,60,1,"40,965"
11/21/2007,Roger Demir,West,DTP,Low,1/17/2012,2.06,1,"33,189"
11/21/2007,Roger Demir,West,DTP,Low,1/18/2012,4,1,"33,189"
11/22/2007,Trudy Brown,South,DTP,Low,1/19/2012,1.49,1,"10,309"
11/22/2007,Duane Huffman,East,DTP,High,1/20/2012,3.98,1,646
11/22/2007,Cynthia Arntzen,Central,DTP,Critical,1/21/2012,4.98,1,"23,971"
11/22/2007,Ionia McGrath,South,DTP,Low,1/22/2012,6.5,1,"24,614"
11/23/2007,Ann Blume,South,DTP,High,1/23/2012,2.06,1,"3,585"
11/23/2007,Luke Schmidt,South,DTP,High,1/24/2012,35,1,"55,045"
11/23/2007,Ann Blume,South,DTP,High,1/25/2012,1.57,1,"3,585"
11/23/2007,Sean Miller,West,DTP,Medium,1/26/2012,0.99,1,"11,584"
11/24/2007,Roy Skaria,Central,DTP,Low,1/27/2012,1.25,1,"3,492"
11/24/2007,Roy Skaria,Central,Wholesaler,Low,1/28/2012,54.74,1,"3,492"
11/24/2007,Frank Hawley,Central,DTP,Not Specified,1/29/2012,35,1,"19,521"
11/24/2007,Bill Overfelt,West,Custom Order,Medium,1/30/2012,5.03,1,"46,052"
11/24/2007,Bryan Mills,Central,DTP,Medium,1/31/2012,13.99,1,"48,295"
11/24/2007,Neil Ducich,East,DTP,Medium,2/1/2012,4.59,1,"22,885"
11/24/2007,Nona Balk,South,DTP,Critical,2/2/2012,15.04,1,"6,211"
11/24/2007,Bill Overfelt,West,DTP,Medium,2/3/2012,14.48,1,"46,052"
11/24/2007,Roy Skaria,Central,DTP,Low,2/4/2012,19.99,1,"3,492"
11/24/2007,Brad Thomas,East,DTP,Low,2/5/2012,6.25,1,"34,689"
11/25/2007,Jennifer Braxton,Central,DTP,High,2/6/2012,6.13,1,"40,835"
11/25/2007,Darren Budd,Central,Wholesaler,Critical,2/7/2012,14.36,1,"10,183"
11/25/2007,Benjamin Patterson,West,Wholesaler,Critical,2/8/2012,51.94,1,"19,943"
11/25/2007,Jennifer Braxton,Central,DTP,High,2/9/2012,8.4,1,"40,835"
11/25/2007,Jennifer Braxton,Central,DTP,High,2/10/2012,19.99,1,"40,835"
11/25/2007,Stephanie Phelps,East,DTP,Not Specified,2/11/2012,0.99,1,"11,909"
11/26/2007,Brad Eason,Central,DTP,Critical,2/12/2012,4.69,1,"55,875"
11/26/2007,Erin Creighton,Central,Custom Order,Medium,2/13/2012,5,1,"17,668"
11/26/2007,Cynthia Arntzen,Central,DTP,Medium,2/14/2012,1.6,1,"48,710"
11/26/2007,Erin Creighton,Central,DTP,Medium,2/15/2012,13.99,1,"17,668"
11/26/2007,Harold Ryan,East,DTP,Medium,2/16/2012,3.99,1,"30,726"
11/26/2007,Allen Rosenblatt,East,DTP,Not Specified,2/17/2012,1.39,1,998
11/26/2007,Erin Creighton,Central,DTP,Medium,2/18/2012,1.99,1,"17,668"
11/26/2007,Brad Eason,Central,DTP,Critical,2/19/2012,4,1,"55,875"
11/26/2007,Michelle Huthwaite,West,DTP,Medium,2/20/2012,6.97,1,"32,195"
11/26/2007,Cindy Chapman,West,DTP,Low,2/21/2012,8.99,1,"10,884"
11/27/2007,Saphhira Shifley,West,DTP,Critical,2/22/2012,21.24,1,"55,906"
11/27/2007,Saphhira Shifley,West,DTP,Critical,2/23/2012,2.99,1,"55,906"
11/28/2007,Roy Skaria,Central,DTP,High,2/24/2012,24.49,1,"52,035"
11/29/2007,Art Ferguson,East,Custom Order,Critical,2/25/2012,1.3,1,"5,511"
11/29/2007,Art Ferguson,East,DTP,Critical,2/26/2012,3.9,1,"5,511"
11/29/2007,Tim Brockman,South,DTP,Not Specified,2/27/2012,5.09,1,"15,074"
11/29/2007,Jennifer Ferguson,South,DTP,High,2/28/2012,16.36,1,"39,717"
11/30/2007,Philip Fox,South,DTP,High,2/29/2012,28.64,1,"37,924"
11/30/2007,Charlotte Melton,East,DTP,Medium,3/1/2012,0.71,1,"36,707"
11/30/2007,Dennis Kane,South,DTP,High,3/2/2012,3.85,1,"20,710"
11/30/2007,Chris Selesnick,South,DTP,Critical,3/3/2012,7.4,1,"38,947"
11/30/2007,Dennis Kane,South,DTP,High,3/4/2012,0.5,1,"20,710"
12/1/2007,Dionis Lloyd,South,DTP,Low,3/5/2012,0.5,1,"57,061"
12/1/2007,Kelly Lampkin,West,Wholesaler,Low,3/6/2012,30,1,"12,258"
12/1/2007,Dionis Lloyd,South,DTP,Low,3/7/2012,5.03,1,"57,061"
12/1/2007,Sean O'Donnell,South,DTP,Low,3/8/2012,6.83,1,"36,416"
12/1/2007,Kelly Lampkin,West,DTP,Low,3/9/2012,13.99,1,"12,258"
12/1/2007,Kelly Lampkin,West,DTP,Low,3/10/2012,49,1,"12,258"
12/1/2007,Kelly Lampkin,West,Custom Order,Low,3/11/2012,2,1,"12,258"
12/1/2007,Dionis Lloyd,South,DTP,Low,3/12/2012,15.1,1,"57,061"
12/2/2007,Jim Sink,South,DTP,Not Specified,3/13/2012,19.99,1,"39,844"
12/2/2007,Roland Fjeld,West,DTP,Medium,3/14/2012,1.99,1,"38,594"
12/2/2007,Tamara Chand,East,Custom Order,Low,3/15/2012,35,1,"6,592"
12/2/2007,Natalie Webber,Central,DTP,Not Specified,3/16/2012,5.2,1,"52,070"
12/2/2007,Tamara Chand,East,DTP,Low,3/17/2012,8.37,1,"6,592"
12/3/2007,Anne Pryor,Central,Custom Order,Medium,3/18/2012,7.78,1,"36,355"
12/3/2007,Anne Pryor,Central,DTP,Medium,3/19/2012,6.68,1,"36,355"
12/3/2007,Laurel Beltran,South,DTP,Low,3/20/2012,12.98,1,"21,635"
12/3/2007,Nick Zandusky,South,Custom Order,Not Specified,3/21/2012,24.49,1,"46,113"
12/3/2007,Anne Pryor,Central,DTP,Medium,3/22/2012,4.92,1,"36,355"
12/3/2007,Harold Engle,Central,DTP,High,3/23/2012,4.98,1,645
12/3/2007,Michelle Ellison,West,DTP,Low,3/24/2012,0.94,1,"49,668"
12/4/2007,Laurel Elliston,West,DTP,Not Specified,3/25/2012,4.99,1,"17,317"
12/5/2007,Erin Ashbrook,West,DTP,High,3/26/2012,5.26,1,"13,479"
12/5/2007,Erin Ashbrook,West,DTP,High,3/27/2012,19.99,1,"13,479"
12/5/2007,Odella Nelson,West,DTP,Not Specified,3/28/2012,1.67,1,"29,889"
12/5/2007,Carl Weiss,East,Custom Order,Low,3/29/2012,2.15,1,"15,040"
12/6/2007,Gary Hwang,Central,Custom Order,Medium,3/30/2012,13.99,1,"50,275"
12/6/2007,Gary Hwang,Central,DTP,Medium,3/31/2012,5.84,1,"50,275"
12/6/2007,Noel Staavos,West,DTP,Medium,4/1/2012,8.74,1,"1,444"
12/6/2007,Noel Staavos,West,Custom Order,Medium,4/2/2012,24.49,1,"1,444"
12/6/2007,Ashley Jarboe,West,DTP,Low,4/3/2012,7.44,1,"36,069"
12/6/2007,Noel Staavos,West,DTP,Medium,4/4/2012,13.7,1,"1,444"
12/6/2007,Noel Staavos,West,Wholesaler,Medium,4/5/2012,14.7,1,"1,444"
12/6/2007,Ashley Jarboe,West,DTP,Low,4/6/2012,6.66,1,"36,069"
12/6/2007,Brian Thompson,South,DTP,Low,4/7/2012,4.98,1,"16,032"
12/6/2007,Ashley Jarboe,West,DTP,Low,4/8/2012,13.99,1,"36,069"
12/7/2007,Lycoris Saunders,Central,DTP,Medium,4/9/2012,5.74,1,"39,015"
12/7/2007,Lycoris Saunders,Central,Wholesaler,Medium,4/10/2012,12.06,1,"39,015"
12/7/2007,Sonia Sunley,Central,DTP,High,4/11/2012,5.19,1,"24,737"
12/7/2007,Ben Ferrer,West,DTP,Critical,4/12/2012,7.96,1,"41,185"
12/7/2007,Nat Gilpin,East,Custom Order,Not Specified,4/13/2012,7.78,1,"16,480"
12/7/2007,Edward Nazzal,South,Custom Order,Medium,4/14/2012,37.58,1,"46,528"
12/7/2007,Roy Collins,South,Custom Order,Medium,4/15/2012,7.17,1,"45,959"
12/7/2007,Duane Huffman,East,DTP,Not Specified,4/16/2012,24.49,1,"45,824"
12/7/2007,Fred Wasserman,East,DTP,Not Specified,4/17/2012,1.99,1,"24,455"
12/7/2007,Roy Collins,South,DTP,Medium,4/18/2012,19.99,1,"45,959"
12/7/2007,Fred Wasserman,East,DTP,Not Specified,4/19/2012,0.83,1,"24,455"
12/7/2007,Edward Nazzal,South,DTP,Medium,4/20/2012,9.54,1,"46,528"
12/7/2007,Sonia Sunley,Central,Wholesaler,High,4/21/2012,26.2,1,"24,737"
12/8/2007,Aleksandra Gannaway,West,Custom Order,Medium,4/22/2012,3.14,1,"36,992"
12/8/2007,Patrick O'Brill,West,DTP,Medium,4/23/2012,3.01,1,"8,229"
12/8/2007,Sanjit Engle,Central,Wholesaler,Medium,4/24/2012,14.7,1,"59,365"
12/8/2007,Patrick O'Brill,West,Wholesaler,Medium,4/25/2012,14.7,1,"8,229"
12/8/2007,Matt Collister,West,DTP,Critical,4/26/2012,4,1,"54,755"
12/8/2007,Georgia Rosenberg,West,DTP,Low,4/27/2012,3.5,1,"35,457"
12/9/2007,Sylvia Foulston,East,DTP,Not Specified,4/28/2012,19.99,1,"47,617"
12/9/2007,Shaun Chance,South,Custom Order,Critical,4/29/2012,19.99,1,"37,700"
12/10/2007,Eleni McCrary,East,DTP,Low,4/30/2012,4,1,"51,233"
12/10/2007,Becky Castell,East,DTP,Not Specified,5/1/2012,5.03,1,"50,754"
12/10/2007,Patrick O'Brill,West,DTP,Critical,5/2/2012,0.5,1,"8,290"
12/10/2007,Victoria Wilson,West,DTP,Medium,5/3/2012,4.95,1,"41,765"
12/10/2007,Annie Thurman,West,Wholesaler,Medium,5/4/2012,56.14,1,"59,297"
12/11/2007,Carlos Soltero,Central,DTP,Not Specified,5/5/2012,5.9,1,"56,803"
12/11/2007,Steve Nguyen,South,Custom Order,Critical,5/6/2012,1,1,"48,483"
12/11/2007,Art Foster,Central,Wholesaler,Medium,5/7/2012,35.67,1,"5,735"
12/12/2007,Ross Baird,Central,DTP,Medium,5/8/2012,8.99,1,"2,818"
12/12/2007,Ross Baird,Central,DTP,Medium,5/9/2012,13.26,1,"2,818"
12/12/2007,Shaun Weien,East,DTP,High,5/10/2012,6.47,1,"49,283"
12/12/2007,Nora Price,East,DTP,Medium,5/11/2012,3.73,1,"7,527"
12/12/2007,Nora Price,East,DTP,Medium,5/12/2012,4.2,1,"7,527"
12/12/2007,Tom Stivers,South,DTP,Critical,5/13/2012,6.26,1,"39,076"
12/12/2007,Ross Baird,Central,DTP,Medium,5/14/2012,3.73,1,"2,818"
12/13/2007,Joni Blumstein,East,DTP,High,5/15/2012,5,1,"12,224"
12/13/2007,Cari MacIntyre,South,Custom Order,Medium,5/16/2012,5.99,1,"36,999"
12/13/2007,Maxwell Schwartz,West,DTP,High,5/17/2012,6.93,1,"28,037"
12/13/2007,Cari MacIntyre,South,Wholesaler,Medium,5/18/2012,49,1,"36,999"
12/13/2007,Lisa DeCherney,West,Wholesaler,Critical,5/19/2012,110.2,1,"35,364"
12/13/2007,Bill Donatelli,East,Custom Order,High,5/20/2012,6.28,1,"21,091"
12/13/2007,Alan Hwang,South,DTP,High,5/21/2012,16.38,1,"52,391"
12/13/2007,Lisa DeCherney,West,DTP,Critical,5/22/2012,5.68,1,"35,364"
12/13/2007,Lisa DeCherney,West,DTP,Critical,5/23/2012,8.99,1,"35,364"
12/13/2007,Joni Blumstein,East,Wholesaler,High,5/24/2012,51.94,1,"12,224"
12/13/2007,Angele Hood,South,Wholesaler,Medium,5/25/2012,36.09,1,"29,857"
12/13/2007,Lisa DeCherney,West,Wholesaler,Critical,5/26/2012,85.63,1,"35,364"
12/14/2007,Todd Boyes,West,Custom Order,Critical,5/27/2012,5.68,1,"7,845"
12/14/2007,Todd Boyes,West,Custom Order,Critical,5/28/2012,5.86,1,"7,845"
12/14/2007,Aaron Hawkins,South,Wholesaler,Not Specified,5/29/2012,26,1,"16,102"
12/15/2007,Joy Smith,Central,DTP,Low,5/30/2012,12.98,1,"13,120"
12/15/2007,Hunter Lopez,South,DTP,Critical,5/31/2012,4.85,1,"38,882"
12/15/2007,Candace McMahon,South,Custom Order,Not Specified,6/1/2012,6.85,1,"38,400"
12/15/2007,Valerie Takahito,West,DTP,High,6/2/2012,8.45,1,"54,468"
12/15/2007,Hunter Lopez,South,Wholesaler,Critical,6/3/2012,70.2,1,"38,882"
12/15/2007,Jeremy Ellison,West,DTP,Low,6/4/2012,5.81,1,"1,891"
12/15/2007,Jonathan Doherty,Central,DTP,Low,6/5/2012,19.99,1,"5,765"
12/15/2007,Joy Smith,Central,DTP,Low,6/6/2012,4.98,1,"13,120"
12/16/2007,Mark Van Huff,South,DTP,Not Specified,6/7/2012,8.99,1,"59,556"
12/16/2007,Mark Van Huff,South,DTP,Not Specified,6/8/2012,0.7,1,"59,556"
12/17/2007,Phillina Ober,East,DTP,Critical,6/9/2012,2,1,930
12/17/2007,Phillina Ober,East,Custom Order,Critical,6/10/2012,58.66,1,930
12/17/2007,Denny Joy,South,DTP,Critical,6/11/2012,5.83,1,"19,300"
12/17/2007,Jill Matthias,South,Wholesaler,Critical,6/12/2012,36.09,1,"48,192"
12/17/2007,Helen Andreada,West,Wholesaler,High,6/13/2012,14,1,"3,110"
12/17/2007,Mick Brown,West,Wholesaler,Medium,6/14/2012,43.75,1,"25,027"
12/17/2007,Muhammed MacIntyre,East,DTP,Low,6/15/2012,5.86,1,"58,144"
12/18/2007,Astrea Jones,South,DTP,High,6/16/2012,1.57,1,"46,341"
12/18/2007,Darrin Van Huff,South,DTP,Medium,6/17/2012,2.4,1,"23,936"
12/18/2007,Juliana Krohn,West,DTP,Not Specified,6/18/2012,0.99,1,"15,111"
12/19/2007,Bill Eplett,South,DTP,Critical,6/19/2012,4,1,"47,203"
